name,homo_energy,homo_minus_1,lumo_energy,lumo_plus_1,hl_gap,energy,f_plus_P1,f_minus_P1,f_zero_P1,f_plus_P2,f_minus_P2,f_zero_P2,f_plus_Au1,f_minus_Au1,f_zero_Au1,f_plus_Au2,f_minus_Au2,f_zero_Au2,f_plus_I,f_minus_I,f_zero_I,f_plus_C,f_minus_C,f_zero_C,IP_shift,IP,EA_shift,EA,c_Mulli_P1,c_CM5_P1,c_Mulli_P2,c_CM5_P2,c_Mulli_Au1,c_CM5_Au1,c_Mulli_Au2,c_CM5_Au2,c_Mulli_I,c_CM5_I,c_Mulli_C,c_CM5_C,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var,Bond_Au_Au,Bond_Au_I,Bond_Au_C,Bond_C_I,Angle_C_Au_I,Bond_P_Au_1,Bond_P_Au_2,Bond_P_P,Dihedral_P_Au_Au_P,bv_Au_1,bv_Au_2,bv_P_1,bv_P_2,bv_I,bv_C,disp_area,disp_volume,disp_p_int,pyr_p_Au_1,pyr_P_angle_Au_1,pyr_p_Au_2,pyr_P_angle_Au_2,pyr_p_P_1,pyr_P_angle_P_1,pyr_p_P_2,pyr_P_angle_P_2,pyr_p_I,pyr_P_angle_I,pyr_p_C,pyr_P_angle_C,sasa_area,sasa_volume,sasa_Au_1,sasa_Au_2,sasa_P_1,sasa_P_2,sasa_I,sasa_C,Mayer_Bo,Atom_connec,h_volume,l_volume,h_shell_s,h_shell_p,h_shell_d,h_shell_f,l_shell_s,l_shell_p,l_shell_d,l_shell_f,Hirshfeld_c_P_1,Hirshfeld_c_P_2,Hirshfeld_c_Au_1,Hirshfeld_c_Au_2,Hirshfeld_c_I,Hirshfeld_c_C,Mulliken_pop_P_1,Mulliken_pop_P_2,Mulliken_pop_Au_1,Mulliken_pop_Au_2,Mulliken_pop_I,Mulliken_pop_C,Pop_type_s_Au_1,Pop_type_p_Au_1,Pop_type_d_Au_1,Pop_type_f_Au_1,Pop_type_s_Au_2,Pop_type_p_Au_2,Pop_type_d_Au_2,Pop_type_f_Au_2,Pop_type_s_C,Pop_type_p_C,Pop_type_d_C,Pop_type_f_C,Pop_type_s_I,Pop_type_p_I,Pop_type_d_I,Pop_type_f_I,Atom_d_m_X_Au_1,Atom_d_m_Y_Au_1,Atom_d_m_Z_Au_1,Atom_d_m_Au_1,Atom_d_m_X_Au_2,Atom_d_m_Y_Au_2,Atom_d_m_Z_Au_2,Atom_d_m_Au_2,Atom_d_m_X_C,Atom_d_m_Y_C,Atom_d_m_Z_C,Atom_d_m_C,Atom_d_m_X_I,Atom_d_m_Y_I,Atom_d_m_Z_I,Atom_d_m_I,d_m_X,d_m_Y,d_m_Z,Hirshfeld_ob_h_Au_1,Hirshfeld_ob_h_Au_2,Hirshfeld_ob_h_C,Hirshfeld_ob_h_I,Hirshfeld_ob_l_Au_1,Hirshfeld_ob_l_Au_2,Hirshfeld_ob_l_C,Hirshfeld_ob_l_I
19_PXP_cat_ts_0,-12.8003,-12.8074,-11.211,-10.3422,1.5893,-120.350825356373,0.057,0.059,0.058,0.072,0.045,0.007,0.059,0.035,0.047,0.009,0.031,0.02,0.115,0.057,0.086,0.046,0.0,0.023,4.8455,10.5032,4.8455,5.1495,0.15279,-0.00824,0.14727,-0.02317,0.1253,0.28531,0.1378,0.31561,-0.00634,-0.01849,-0.04774,-0.09269,75,1118.89096,-0.389801,116,-0.308107,0.0816939999999999,56.43,13.89,9.47,3.9,20.9225,20.803628739957844,75.0,7.805,12.548,13.756,15.063,0.3641308289216041,0.9649583600256246,1.851901,9.324796,11.588927,34.830355,249.6438,4741.33915,2.6444,-64.77075,27.15098,2183.06415,1385.48467,797.57949,-1.941e-05,0.01378643,-0.02400168,0.00089867,0.08423353,0.01752379,0.47670416,60.43,39.57,10.86327,16.23142,0.53348979,0.00183504,-18.63552,4.11083,0.0011573,0.019099,2.8738262037626288,2.6471450873544,2.2230720432324937,2.4934693208197585,60.85502976912417,2.33401142152054,2.250741693144302,2.799667431859876,-34.289974213184394,0.8141189899366381,0.6795273481177786,0.9397013604174432,0.9160396477823332,0.3391667443160641,0.7989191203876258,702.8375160846963,805.2875185684167,27.03672503740169,1.2473096716109784,9.957346108412237,0.030216892615325,2.6182903326765388,0.917465857688189,7.273547859870682,0.865397195652094,6.609231192426676,1.707201810268784,15.04657371165001,1.9857833192334968,8.027860827769073,822.8462813024961,1597.8539977310013,0.0,16.699653231191814,0.0,0.0,61.271384698024406,0.2500058413464485,,,93.84613,58.64449,8.92,57.74,33.34,0.0,7.919,80.993,11.088,0.0,0.24869113,0.26071226,0.49523968,0.40530722,-0.04695772,-0.20033209,0.1527934,0.14726917,0.12529574,0.13779749,-0.00633521,-0.04774279,0.7583,0.5681,9.5484,0.0,0.8229,0.4793,9.56,0.0,1.191,2.8568,0.0,0.0,2.027,4.9382,0.0412,0.0,-0.454445,0.05504,0.11023,0.47085,-0.105938,-0.117708,-0.165581,0.229119,-0.178796,0.085397,0.005947,0.198232,-0.297361,0.213957,-0.038695,0.368373,-0.147254,1.159489,-1.882355,18.893,22.205,4.08,19.712,7.64,5.878,19.076,20.081
1_PXP_cat_ts_0,-13.0222,-13.04,-11.4918,-10.1756,1.5304,-54.050139343376,0.055,0.058,0.057,0.046,0.057,0.051,0.108,0.056,0.082,0.016,0.046,0.031,0.186,0.104,0.145,0.087,0.006,0.046,4.8455,11.2181,4.8455,5.1944,0.09448,-0.1501,0.09006,-0.1662,0.09387,0.24501,0.09569,0.25701,-0.0278,-0.03994,-0.07399,-0.11838,36,769.50704,-0.260154,54,-0.291684,-0.03153,67.5,14.82,16.75,7.11,26.545,23.918867552624643,36.0,6.735,8.348,9.813,13.115,0.4193311165110627,0.973645137342242,1.454723,5.837413,15.045195,37.910685,235.7423,2556.62094,3.3728,-73.28891,51.07361,1274.7519,706.74988,568.00202,0.00201804,0.03576399,-0.03997116,0.00152408,0.20604424,0.03745457,1.02419882,25.92,74.08,10.14545,16.73344,0.51983857,0.00452119,-17.28758,3.38157,-0.037483,0.021847,2.8740359708213687,2.646728241495626,2.2239221466446826,2.492544664195269,60.82774807635294,2.3503499572318853,2.2655356175957664,3.011702503326986,-37.82534449027445,0.738515654118524,0.5838147595974655,0.7739528978755125,0.7333791464778233,0.3386600819977637,0.7595683469996273,423.17081979953593,435.7228249168514,24.6164287679075,0.1056034809716163,4.540300025200206,0.0661390272525287,2.5584727890367165,0.9043784830121304,7.086868764706535,0.8989829657488002,7.014678945588754,1.7071279468379688,15.046084974651562,1.986252888994537,8.028011781197833,535.8523822437818,920.5559813680464,4.719901991091339,28.169415061237924,0.0,0.0,63.971445717849214,0.2500058413464485,,,101.62524,71.69262,6.006,64.579,29.415,0.0,11.681,76.803,11.516,0.0,0.13314177,0.13921341,0.42944968,0.33631364,-0.07653643,-0.23302643,0.09447673,0.09006394,0.09386729,0.09568565,-0.02780279,-0.07399117,0.748,0.6112,9.5469,0.0,0.8024,0.5385,9.5634,0.0,1.1951,2.8789,0.0,0.0,2.0264,4.9488,0.0526,0.0,-0.576742,0.020366,0.047482,0.579051,-0.086426,-0.088666,-0.186,0.223444,-0.212553,0.07351,0.011502,0.2252,-0.340789,0.192215,-0.040673,0.393368,0.042191,0.460665,-1.55449,19.344,16.424,5.188,25.511,12.263,10.236,25.983,26.164
20_PXP_cat_ts_0,-12.8145,-12.8213,-11.2222,-10.3801,1.5924,-119.283962075998,0.06,0.06,0.06,0.083,0.044,-0.008,0.057,0.037,0.047,0.012,0.024,0.018,0.113,0.059,0.086,0.046,0.0,0.023,4.8455,10.4559,4.8455,5.115,0.15237,-0.01147,0.1463,-0.02404,0.124,0.28519,0.14525,0.33286,-0.0089,-0.02105,-0.04836,-0.09322,76,1108.89611,-0.387141,115,-0.306353,0.080788,62.29,13.24,9.54,5.81,22.72,22.996281221101817,76.0,8.12,12.627,14.176,14.474,0.3506553286333793,0.8912561576354681,2.244079,9.723942,11.281302,36.118058,233.734,4732.68175,2.6256,-66.83447,33.26416,2165.79066,1439.22047,726.57019,0.00014659,0.01430091,-0.02789088,0.00100547,0.07697051,0.01881217,0.51320706,57.03,42.97,10.93299,16.59854,0.53323224,0.0018744,-19.28986,3.14852,-0.0022758,0.020658,2.8739112650899363,2.647162927254218,2.222656871028218,2.493559303501516,60.86154190172868,2.33028432296751,2.250011967798595,2.8491284330091853,-49.27300025234301,0.8124417629519195,0.6900915486395826,0.9438536619455832,0.9070129053298548,0.3395976984718598,0.780795751024972,696.3606310630757,799.1025045850091,26.659477349208032,0.0672013422343713,3.1258509698785306,0.0508933801384693,3.692275777875317,0.8958512695507015,6.976996437116479,0.8537594823836688,6.472576139654914,1.7073343224887965,15.047790960981663,1.9860181749596388,8.029359311387704,823.5556760486928,1588.81804367501,0.0,18.85960837965735,0.0,0.0,62.08140300397186,0.2600060750003096,,,92.76778,58.6217,10.006,57.773,32.22,0.0,8.067,80.399,11.535,0.0,0.23743092,0.25039395,0.49571676,0.42198472,-0.04847031,-0.20241601,0.15236629,0.14629781,0.12400393,0.1452509,-0.00889937,-0.04836342,0.7681,0.5639,9.544,0.0,0.8125,0.482,9.5603,0.0,1.1914,2.8569,0.0,0.0,2.0272,4.9396,0.0421,0.0,-0.410922,0.143287,0.082379,0.442916,-0.245784,-0.170463,-0.091273,0.312727,-0.158644,0.12402,-0.000117,0.201368,-0.25504,0.256609,-0.069364,0.368382,-0.158138,0.233593,-2.119139,18.644,22.188,3.968,18.162,7.871,5.682,19.17,20.269
21_PXP_cat_ts_0,-12.8163,-12.824,-11.2366,-10.3397,1.5797,-116.130100166938,0.057,0.066,0.061,0.072,0.051,0.005,0.06,0.038,0.049,0.009,0.033,0.021,0.118,0.061,0.09,0.047,0.001,0.024,4.8455,10.5319,4.8455,5.1516,0.15271,-0.00757,0.14745,-0.02328,0.12272,0.28219,0.13785,0.31627,-0.00856,-0.0207,-0.04966,-0.09458,73,1094.86949,-0.389169,112,-0.307406,0.0817629999999999,55.94,13.92,9.87,4.42,21.0375,20.43096715160592,73.0,7.824,12.595,13.487,14.848,0.3627656975323723,0.948875255623722,1.888009,9.311523,11.678107,34.605997,264.7912,4590.90827,2.6724,-65.05126,26.30297,2113.71861,1385.28304,728.43557,0.00030236,0.01386464,-0.02548933,0.00094953,0.07550754,0.01777877,0.48628844,59.01,40.99,10.85453,16.2231,0.53352187,0.00190055,-18.65979,3.15701,-0.0004851,0.019233,2.873861262434111,2.647386572845547,2.223104650626724,2.493386005841729,60.84816319339179,2.3348270683432766,2.2492600904812474,2.802380170968902,-33.75834936088222,0.8087029444651509,0.6801737793514723,0.9394917070443534,0.916365775251584,0.3387823797987327,0.7890887066716362,682.6583024113137,779.6460711119176,26.823704199070058,0.1700349004341027,4.167866838939206,0.0433539879314184,2.565655079332847,0.9179371628146188,7.2820526359431135,0.8618519568330937,6.567451793571454,1.707213958688076,15.046577888339652,1.9855167270902052,8.028294807885223,802.6055784656517,1543.9128372076177,0.0299993770620222,16.62965468471377,0.0,0.0,62.911421761918,0.2500058413464485,,,94.06836,59.52152,8.851,57.843,33.307,0.0,8.067,80.752,11.181,0.0,0.24713071,0.2613169,0.49021301,0.40571238,-0.04967888,-0.20284905,0.15271098,0.14745029,0.12272243,0.1378538,-0.00855809,-0.04965513,0.7581,0.5705,9.5486,0.0,0.8231,0.4791,9.5599,0.0,1.1914,2.8583,0.0,0.0,2.027,4.9397,0.0418,0.0,-0.460948,0.045949,0.087353,0.471396,-0.104555,-0.126077,-0.169467,0.235683,-0.182362,0.084824,0.004611,0.201177,-0.300313,0.21042,-0.042248,0.36912,-0.121218,1.120052,-1.891199,18.965,22.039,4.037,19.907,7.888,5.951,19.511,20.583
22_PXP_cat_ts_0,-13.0272,-13.0374,-11.457,-10.1619,1.5702,-102.460088672459,0.035,0.072,0.053,0.029,0.066,-0.009,0.116,0.048,0.082,0.02,0.046,0.033,0.193,0.08,0.136,0.089,0.002,0.046,4.8455,10.8508,4.8455,5.0504,0.35726,0.28569,0.35321,0.26692,0.10453,0.26205,0.14147,0.33471,-0.03724,-0.04931,-0.08503,-0.13026,69,974.75886,-0.375728,96,-0.286499,0.089229,69.32,14.29,18.57,11.36,28.384999999999994,23.772505652539024,69.0,7.49,11.095,12.736,14.711,0.3816875097296455,0.9820427236315088,1.8703,8.034786,11.779827,43.783521,317.766,4077.40416,2.6789,-70.75094,25.92818,1859.50434,1179.16216,680.34218,-0.00042466,0.0179666,-0.0323002,0.00092385,0.08058154,0.02332717,0.63159998,38.99,61.01,10.22117,17.59502,0.53453493,0.00286565,-21.16842,3.18263,-0.0223065,0.02344,2.873073220964345,2.6486961718591457,2.223406545167419,2.493112652132963,60.81459372570312,2.3593674862818124,2.2417374800489225,2.845187887250846,-52.19252032931304,0.8055057305255311,0.712081857994782,0.9066634830413716,0.858105432351845,0.3386193160641073,0.8017669120387626,613.0089040994096,687.8585373391759,24.13572264990267,0.0584900441553931,2.8421798819550137,0.0098008255102231,0.1479473293564517,0.9338471190389532,7.545006867937627,0.915583746372874,7.291985868282592,1.7072253469545005,15.047308559531574,1.9860000185403028,8.029075027365009,717.5435751409233,1352.113195019254,0.5399887871163839,6.98985485545095,0.0,0.0,62.44141113994849,0.2400056076926007,,,99.53153,72.75338,7.232,63.161,29.606,0.0,11.359,77.16,11.481,0.0,0.37857333,0.38801261,0.4268269,0.39094346,-0.08821384,-0.24582415,0.35726378,0.35321196,0.1045326,0.14147485,-0.03724303,-0.08502777,0.7449,0.5775,9.5731,0.0,0.7891,0.5074,9.562,0.0,1.1976,2.8874,0.0,0.0,2.0255,4.9532,0.0586,0.0,-0.499917,0.095259,0.094906,0.517686,-0.189119,-0.141002,-0.117741,0.263649,-0.200195,0.128221,0.024445,0.238991,-0.310812,0.248609,-0.023928,0.398727,-0.048004,-0.341925,-1.67687,19.299,16.932,4.915,24.444,11.679,7.781,28.508,28.186
23_PXP_cat_ts_0,-13.163,-13.1955,-11.6792,-10.5885,1.4838,-66.702742313352,0.047,0.031,0.039,0.044,0.035,-0.008,0.078,0.036,0.057,0.014,0.036,0.025,0.144,0.073,0.109,0.052,0.003,0.028,4.8455,11.248,4.8455,5.3184,0.05958,-0.10811,0.05971,-0.13205,0.09046,0.23139,0.12343,0.27429,-0.01503,-0.02673,-0.05258,-0.09694,41,859.52654,-0.389726,66,-0.302575,0.087151,58.25,15.11,16.77,9.16,24.8225,19.50568554934689,41.0,6.966,10.423,10.523,13.185,0.3863057044915179,0.9463824289405685,1.456455,7.162281,10.890562,48.882269,461.1799,2996.88073,3.2139,-63.52681,44.90711,1427.12829,861.26409,565.86419,0.00129077,0.02303419,-0.03180345,0.0010902,0.15045035,0.02626273,0.7214077,37.11,62.89,10.89736,16.37383,0.5238363,0.00297183,-17.57297,3.04576,-0.0424293,0.020334,2.8739428044095154,2.647433122098539,2.223753374793772,2.4927575214003297,60.82313729776069,2.4221055231681383,2.293744020342648,3.0041767734077016,-21.752645558607163,0.8106014722325755,0.573070024226612,0.8147304789414834,0.7771850540439806,0.3947190644800596,0.7779421356690273,469.4371406415387,511.1764543515115,25.914180800037578,0.3725944781327109,6.204397884662627,0.0351886239054406,1.9640105691155332,1.285348589545956,9.901459181404343,1.2840525143001005,9.886597369530383,1.7071753886533845,15.046370883580323,1.9861574699174764,8.028356936946732,585.4130236937867,1049.909236900132,3.0599364603261696,31.04935525919196,0.0,0.0,50.53114197472129,0.2300053740387395,,,100.387,72.27006,4.117,64.284,31.6,0.0,11.061,75.095,13.845,0.0,0.04834293,0.06170817,0.46761081,0.38421859,-0.04574684,-0.20621129,0.0595769,0.05970987,0.09045654,0.12342506,-0.01502794,-0.0525808,0.7097,0.6021,9.5978,0.0,0.7947,0.5065,9.5753,0.0,1.1916,2.861,0.0,0.0,2.0276,4.9394,0.048,0.0,-0.441151,-0.142269,0.179928,0.497221,0.082636,0.064155,-0.141228,0.175755,-0.203354,-0.005352,0.019671,0.204374,-0.335495,0.060041,0.043693,0.343615,0.02427,2.563093,-1.669156,19.578,15.431,4.857,26.858,10.909,7.525,26.246,27.306
24_PXP_cat_ts_0,-12.5623,-12.5731,-11.0347,-10.0237,1.5276,-148.607845704159,0.03,0.081,0.056,0.046,0.075,0.004,0.064,0.031,0.047,0.01,0.025,0.018,0.117,0.046,0.082,0.051,-0.001,0.025,4.8455,10.0762,4.8455,4.9375,0.09786,-0.12393,0.09277,-0.14882,0.11106,0.27099,0.13928,0.3241,-0.01683,-0.02791,-0.04684,-0.09211,96,1278.05552,-0.38394,143,-0.302539,0.081401,20.11,12.56,13.63,5.28,12.895,5.260629715157682,96.0,8.107,12.85,13.428,14.513,0.3557892672403226,0.8950906623905268,2.228338,9.636569,11.687192,36.560691,367.377,5823.0763,2.4595,-67.58405,21.71007,2448.08126,1455.01963,993.06163,-0.00129904,0.01262923,-0.02170654,0.00082871,0.0648278,0.01659654,0.44385657,64.61,35.39,10.86395,16.23218,0.53789482,0.00153927,-19.78544,3.11769,0.0041269,0.019065,2.873630175391414,2.650255853250481,2.2216510917467835,2.4951364755137018,60.861833514736674,2.352487013662876,2.230826072497906,2.8110951223986995,-34.18599924666071,0.8936766213194186,0.7381429370108088,0.9662574543421544,0.947592480432352,0.4256837029444651,0.8226332463660082,790.8447162641604,979.3556554542184,28.073338608836305,0.1045964082800627,3.560378930810124,0.0601472833693504,1.1652907269154231,0.9118115012598303,7.290509185715081,0.8565747446550578,6.633606719064127,1.7075208633915335,15.04880255456412,1.9842075614173715,8.02842831052163,889.3355453185512,1829.106294799113,0.0,8.71981893269416,0.0,0.0,45.77103439903015,0.2500058413464485,,,93.19824,68.40843,9.097,58.554,32.349,0.0,9.726,78.323,11.951,0.0,0.1741299,0.19688522,0.50740317,0.43761818,-0.02851998,-0.19974033,0.09785736,0.09276853,0.1110593,0.13927941,-0.01683361,-0.04683654,0.7737,0.5427,9.5726,0.0,0.8429,0.4435,9.5744,0.0,1.192,2.8549,0.0,0.0,2.0276,4.9486,0.0407,0.0,-0.38591,0.082844,0.097119,0.406474,-0.103565,-0.165656,-0.119544,0.229038,-0.185749,0.073088,-0.004758,0.199668,-0.240045,0.197453,-0.016979,0.311284,-0.375142,1.225736,-2.396547,18.737,20.517,3.597,17.98,9.461,5.849,24.096,24.353
25_PXP_cat_ts_0,-12.8619,-12.8672,-11.2319,-10.4703,1.63,-116.39813406958,0.058,0.055,0.057,0.076,0.04,0.003,0.054,0.034,0.044,0.009,0.03,0.019,0.11,0.06,0.085,0.043,0.0,0.022,4.8455,10.5307,4.8455,5.1733,0.1508,-0.0106,0.14682,-0.02385,0.12467,0.28442,0.1393,0.31854,-0.00394,-0.01608,-0.04734,-0.09228,72,1095.85752,-0.390666,112,-0.308836,0.08183,59.87,13.74,9.4,4.48,21.8725,22.18112866267179,72.0,7.765,12.59,13.276,15.045,0.3677495050230989,0.9687701223438506,1.898743,9.361761,11.943019,31.199317,383.9739,4544.7344,2.702,-64.05531,30.49039,2097.46365,1363.98415,733.4795,0.0005221,0.01552715,-0.02738142,0.00095517,0.0971194,0.01952059,0.53531786,53.78,46.22,10.91532,16.58667,0.53508369,0.0019134,-18.58635,3.19253,-0.0003827,0.019204,2.8738293209189028,2.647243985525748,2.223348008383846,2.4932235108485856,60.84360070589544,2.335460929054928,2.2505801791470854,2.8080083844387187,-36.52487091177771,0.8117603894893776,0.6832021058516586,0.939334467014536,0.9166336656727544,0.3387124953410361,0.790556280283265,676.4492025051377,771.2597375317213,26.85481979466711,0.1466535995262493,3.942664813434282,0.0225703128784931,2.6850153193894686,0.919973122217722,7.309440779298465,0.8633484955545786,6.585168981357496,1.7071637697895654,15.046337544850813,1.985767249632784,8.02760909848487,800.9953247182169,1536.5464511745515,0.019999584708009,16.52965676117369,0.0,0.0,62.67141633793357,0.2500058413464485,,,93.93529,58.3374,8.805,58.195,33.0,0.0,7.89,81.012,11.099,0.0,0.24573894,0.26059487,0.49367403,0.40926659,-0.04474886,-0.19991175,0.15080404,0.14681703,0.12466693,0.1392952,-0.00393696,-0.04733865,0.7596,0.5681,9.5476,0.0,0.8217,0.4798,9.5592,0.0,1.1909,2.8564,0.0,0.0,2.027,4.9358,0.0411,0.0,-0.448344,0.057822,0.107936,0.464764,-0.125148,-0.120689,-0.159179,0.235724,-0.175592,0.090313,0.010595,0.197741,-0.293294,0.223017,-0.032691,0.369901,-0.190758,1.169887,-1.904536,18.885,21.778,4.177,19.75,7.587,5.848,18.991,20.0
26_PXP_cat_ts_0,-12.7645,-12.7759,-11.1651,-10.4062,1.5994,-119.55260695101,0.062,0.046,0.054,0.065,0.036,-0.008,0.056,0.029,0.042,0.007,0.024,0.016,0.112,0.053,0.082,0.042,0.001,0.022,4.8455,10.5111,4.8455,5.1272,0.15041,-0.00315,0.14782,-0.02259,0.12537,0.2793,0.14818,0.32735,0.00174,-0.0103,-0.04598,-0.09104,75,1109.88413,-0.390721,115,-0.308214,0.082507,54.12,13.65,8.83,4.87,20.3675,19.73348977626613,75.0,7.975,10.807,13.114,14.466,0.3768463281840206,0.9069592476489028,1.865887,9.422803,13.15418,36.7625,338.2931,4664.93641,2.6661,-67.3597,32.7576,2097.90618,1306.95384,790.95234,-0.00038829,0.01687949,-0.02892123,0.00107559,0.11293236,0.02151783,0.58285337,52.39,47.61,10.93855,16.73142,0.53546878,0.0018018,-19.85808,3.2021,-0.0031622,0.020031,2.8739312188796258,2.6485724197295237,2.223629172339493,2.492683119145188,60.80250634332784,2.360220148667488,2.2471789028611253,2.7886951805324687,-31.076779893000616,0.8263837122623928,0.7088846440551622,0.926697027581066,0.927966595229221,0.3527825661572866,0.7795320070816251,675.5630037903542,789.0605499942532,26.699018439147835,0.7881351634923741,6.748340996811658,0.0180201715092641,3.34284011727016,0.9169668281291788,7.274223550665509,0.884484622744172,6.8556352077822185,1.70718473785625,15.046715493157802,1.9860416777365144,8.029614309044355,802.2451872229137,1551.3578088471836,0.0,11.309765152382004,0.0,0.0,57.43129791427358,0.2500058413464485,,,95.05929,56.20307,8.483,58.404,33.113,0.0,8.115,80.796,11.089,0.0,0.24336003,0.2637635,0.5222902,0.43000834,-0.03422282,-0.19944874,0.1504051,0.14781607,0.12536736,0.14818421,0.0017449,-0.04597796,0.7477,0.5677,9.5593,0.0,0.829,0.4634,9.5594,0.0,1.1909,2.8551,0.0,0.0,2.0269,4.931,0.0403,0.0,-0.376119,0.061677,0.09635,0.393132,-0.089403,-0.134661,-0.139201,0.213315,-0.184685,0.072872,-0.013275,0.198985,-0.291624,0.179642,-0.061714,0.348029,-0.214684,1.449347,-2.281612,18.897,20.897,4.047,20.445,6.938,5.138,18.511,19.557
27_PXP_cat_ts_0,-14.3299,-14.366,-13.0296,-12.5116,1.3003,-104.744748646172,0.144,0.022,0.083,0.127,0.046,-0.009,0.047,0.055,0.051,0.011,0.032,0.021,0.106,0.126,0.116,0.013,0.012,0.013,4.8455,12.3044,4.8455,6.4,0.06796,-0.07998,0.07396,-0.08843,0.12263,0.2555,0.1619,0.30355,0.0284,0.01629,-0.02523,-0.06931,34,1003.43076,-0.424352,90,-0.342035,0.082317,48.04,14.0,11.39,11.23,21.165000000000003,15.555205720272554,34.0,7.098,8.696,10.371,13.337,0.4115849895074682,0.9394899971823047,1.556997,6.401629,5.298548,30.585362,240.1692,2811.97011,3.9987,-41.32306,56.29521,1398.67073,910.75466,487.91607,0.00685848,0.02086744,-0.01929093,0.00071213,0.24089425,0.01919442,0.55286681,54.37,45.63,12.13793,20.24909,0.57728314,0.00557076,-15.01314,3.68911,-0.0514621,0.013327,2.874135036756749,2.64661673388955,2.2247481560833875,2.492124309842204,60.80941232250224,2.4889168065866243,2.3583769353970645,3.0093868472873253,-37.48292389329614,0.8141364610510623,0.6049256895266493,0.9379018356317554,0.8579248975027953,0.3385669027208349,0.7994665486395826,451.5137920249677,478.3272448160116,24.864715655930027,0.1158572424900269,4.5915190244584325,0.059822487276998,2.6828550825615265,0.9521205259549906,7.852110288468088,0.9527157863684936,7.832738183732243,1.706958180489194,15.0449949479532,1.9866596566816228,8.025344031257294,586.9757070607195,1060.9371550167862,0.3499927323902543,25.67946676509016,0.0,0.0,63.91144436185312,0.2700063086541708,,,102.9576,82.73216,3.204,67.277,29.519,0.0,7.179,73.998,18.823,0.0,0.16563243,0.17412878,0.47010902,0.39324919,-0.01597738,-0.17691753,0.06795601,0.07396032,0.12262713,0.16189931,0.02839569,-0.0252286,0.712,0.5853,9.5801,0.0,0.7924,0.5,9.5457,0.0,1.1841,2.8411,0.0,0.0,2.0266,4.908,0.037,0.0,-0.423442,0.026683,0.112995,0.439071,-0.014219,-0.103967,-0.142799,0.177208,-0.1534,0.094767,0.002025,0.180323,-0.30264,0.218323,-0.042963,0.375635,-0.161036,1.146201,-2.529271,18.395,14.054,6.556,25.269,8.017,5.362,15.844,21.109
28_PXP_cat_ts_0,-12.2188,-12.5595,-11.2036,-10.0356,1.0152,-195.188627286547,0.022,0.035,0.029,0.025,0.029,0.006,0.075,0.029,0.052,0.017,0.016,0.016,0.163,0.034,0.098,0.055,-0.004,0.026,4.8455,9.331,4.8455,4.7574,0.37327,0.31397,0.37314,0.30647,0.17287,0.32984,0.14401,0.35152,-0.05518,-0.06906,-0.0486,-0.14002,121,1439.22708,-0.33911,180,-0.283681,0.055429,9.68,8.86,14.95,10.94,11.107499999999998,2.3389033220721203,96.0,10.365,15.653,17.758,20.017,0.3746537396121884,0.9656054027978774,2.735895,12.76779,9.544178,66.549721,565.2009,6891.10979,2.3404,-80.70352,30.04314,3166.85686,1595.58931,1571.26755,-0.00439403,0.01593141,-0.02503409,0.00083641,0.12443123,0.02086482,0.5564129,52.84,47.16,10.1563,18.22823,0.53988587,0.00179391,-31.11736,3.53126,-0.0048525,0.030889,2.870786338764249,2.6510595702705886,2.198642420318203,2.5185741052577924,61.74317712321992,2.446753250786631,2.2837444579945827,2.798197986634623,-39.63821635041329,0.8920867499068207,0.8463764908684308,0.9209723257547522,0.8899669213566903,0.3807829388743943,0.8199368710398808,1027.0871225240212,1174.551462899104,26.154652683874808,1.92919679122156,10.689363618234344,0.0368253968336216,0.651470923611607,0.9561379136426484,8.045651283126107,0.940535173076845,7.744654333678067,1.989270128172387,16.107661908961383,0.8049089092011638,6.356199073342094,1141.8170052707142,2270.882838497781,0.0,0.0099997923540132,0.0,0.0,45.19102129106778,0.0,,,92.27336,69.35024,14.098,72.347,13.554,0.0,11.737,79.234,9.029,0.0,0.39334881,0.42532306,0.50212351,0.44596519,-0.10980331,-0.18118285,0.37327118,0.37314196,0.17286595,0.14400518,-0.05518244,-0.04859929,0.6587,0.5545,9.6139,0.0,0.7563,0.4737,9.626,0.0,1.1244,2.9242,0.0,0.0,2.0238,4.9727,0.0587,0.0,-0.614141,0.103202,0.281587,0.683456,-0.087559,-0.116068,-0.077983,0.164984,-0.122343,0.036082,0.053633,0.13837,-0.272934,0.22844,0.037062,0.357843,-2.03366,0.108642,-1.285127,13.245,4.01,6.916,4.445,5.932,3.314,25.677,25.385
